,type,url,review_rating,film_name,no_of_reviewer
309,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Rear Window (1954),122
310,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,The Third Man (1949),84
311,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,A Night at the Opera (1935),69
312,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Singin' in the Rain (1952),67
313,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,La Grande illusion (Grand Illusion) (1938),68
314,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Seven Samurai (Shichinin no Samurai) (1956),87
315,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,All Quiet on the Western Front (1930),81
316,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Snow White and the Seven Dwarfs (1937),54
317,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,On the Waterfront (1954),105
318,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,96%,An American in Paris (1951),94
319,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,The Kid (1921),48
320,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The Best Years of Our Lives (1946),91
321,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,The Adventures of Robin Hood (1938),48
322,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,North by Northwest (1959),109
323,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Laura (1944),65
324,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,"Nosferatu, a Symphony of Horror (Nosferatu, eine Symphonie des Grauens) (Nosferatu the Vampire) (1922)",67
325,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,King Kong (1933),66
326,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Shadow of a Doubt (1943),48
327,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,Sunset Boulevard (1950),73
328,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,96%,Psycho (1960),104
329,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,A Hard Day's Night (1964),110
330,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Top Hat (1935),42
331,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,Metropolis (1927),133
332,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,His Girl Friday (1940),67
333,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The Bride of Frankenstein (1935),47
334,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,12 Angry Men (Twelve Angry Men) (1957),56
335,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,The Treasure of the Sierra Madre (1948),52
336,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,The Lady Eve (1941),47
337,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The Lady Vanishes (1938),45
338,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,Chinatown (1974),76
339,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb (1964),93
340,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The Thin Man (1934),43
341,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,96%,The 39 Steps (1935),52
342,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The French Connection (1971),83
343,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Kind Hearts and Coronets (1949),47
344,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Frankenstein (1931),49
345,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,95%,Touch of Evil (1958),79
346,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Rashômon (1951),56
347,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,94%,Vertigo (1958),84
348,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,A Streetcar Named Desire (1951),61
349,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,93%,Lawrence of Arabia (1962),122
350,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,The Gold Rush (1925),50
351,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,The Grapes of Wrath (1940),48
352,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Battleship Potemkin (1925),49
353,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,94%,It's a Wonderful Life (1946),87
354,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Scarface (1932),45
355,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,The Last Picture Show (1971),58
356,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,The Red Shoes (1948),60
357,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,The Big Sleep (1946),65
358,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Cool Hand Luke (1967),53
359,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,99%,Goldfinger (1964),69
360,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Anatomy of a Murder (1959),50
361,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,City Lights (1931),54
362,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,100%,Stagecoach (1939),45
363,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The 400 Blows (Les Quatre cents coups) (1959),65
364,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Invasion of the Body Snatchers (1956),57
365,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Sweet Smell of Success (1957),53
366,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,Roman Holiday (1953),60
367,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The Passion of Joan of Arc (La Passion de Jeanne d'Arc) (1928),58
368,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,95%,Freaks (1932),55
369,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,94%,Bringing Up Baby (1938),51
370,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The African Queen (1951),45
371,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The Lost Weekend (1945),45
372,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,92%,2001: A Space Odyssey (1968),113
373,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,In a Lonely Place (1950),47
374,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Detour (1945),41
375,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,96%,Miracle on 34th Street (1947),48
376,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Gentlemen Prefer Blondes (1953),45
377,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,96%,Night of the Living Dead (1968),74
378,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,96%,Rosemary's Baby (1968),73
379,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,95%,The Day the Earth Stood Still (1951),57
380,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Home of the Brave (1949),40
381,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,95%,Paths of Glory (1957),62
382,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,90%,Gone With the Wind (1939),102
383,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,95%,The Bridge on the River Kwai (1957),61
384,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,101 Dalmatians (1961),52
385,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,95%,Repulsion (1965),65
386,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,The Leopard (1963),48
387,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,Badlands (1974),59
388,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Kiss Me Deadly (1955),43
389,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,95%,Stormy Weather (1943),41
390,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,97%,The Manchurian Candidate (1962),60
391,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Children of Paradise (Les Enfants du Paradis) (1946),40
392,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,96%,The Blue Angel (Der Blaue Engel) (1930),45
393,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Marty (1955),42
394,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,94%,The Invisible Man (1933),51
395,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,94%,One Flew Over the Cuckoo's Nest (1975),83
396,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,96%,Ran (1985),89
397,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,Sunrise: A Song of Two Humans (1927),61
398,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,98%,A Fistful of Dollars (Per un Pugno di Dollari) (1964),51
399,Top 100 Classics Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_classics_movies/,94%,The Seventh Seal (Det Sjunde inseglet) (1957),62
400,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,It Happened One Night (1934),97
401,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Modern Times (1936),108
402,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Toy Story 4 (2019),452
403,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,Lady Bird (2017),398
404,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,BlacKkKlansman (2018),447
405,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,The Philadelphia Story (1940),101
406,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,Eighth Grade (2018),318
407,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Booksmart (2019),376
408,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Coco (2017),352
409,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,The Farewell (2019),343
410,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,A Night at the Opera (1935),69
411,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,Singin' in the Rain (1952),67
412,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,The Big Sick (2017),303
413,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,The Kid (1921),48
414,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,85%,Once Upon a Time In Hollywood (2019),568
415,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,91%,La La Land (2016),465
416,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Zootopia (2016),297
417,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,Paddington 2 (2018),246
418,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,A Hard Day's Night (1964),110
419,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,Top Hat (1935),42
420,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Up (2009),298
421,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,His Girl Friday (1940),67
422,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Toy Story 3 (2010),309
423,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,Toy Story 2 (1999),169
424,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,90%,"Three Billboards Outside Ebbing, Missouri (2017)",409
425,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,The Lady Eve (1941),47
426,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Dr. Strangelove Or How I Learned to Stop Worrying and Love the Bomb (1964),93
427,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,Finding Nemo (2003),269
428,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,The Thin Man (1934),43
429,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,Kind Hearts and Coronets (1949),47
430,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,93%,Sorry to Bother You (2018),311
431,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Paterson (2016),262
432,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,The Gold Rush (1925),50
433,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,The LEGO Movie (2014),253
434,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,87%,Ant-Man and the Wasp (2018),438
435,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,91%,The Disaster Artist (2017),350
436,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,90%,Crazy Rich Asians (2018),367
437,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,90%,Isle of Dogs (2018),367
438,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,Toy Story (1995),91
439,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,91%,Birdman (2014),356
440,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,95%,The Artist (2011),320
441,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,95%,The Death of Stalin (2018),249
442,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,City Lights (1931),54
443,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,95%,Palm Springs (2020),243
444,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,La Dolce Vita (1960),74
445,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Monty Python and the Holy Grail (1975),78
446,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,Shaun the Sheep Movie (2015),170
447,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Roman Holiday (1953),60
448,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,95%,Spy (2015),259
449,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Hunt for the Wilderpeople (2016),205
450,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,94%,Bringing Up Baby (1938),51
451,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Ratatouille (2007),251
452,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,92%,The Grand Budapest Hotel (2014),310
453,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,The Discreet Charm Of The Bourgeoisie (Le Charme Discret de la Bourgeoisie) (1972),53
454,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Annie Hall (1977),84
455,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,The Incredibles (2004),248
456,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Love & Friendship (2016),213
457,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,92%,Logan Lucky (2017),284
458,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Gentlemen Prefer Blondes (1953),45
459,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,100%,Tampopo (1985),55
460,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Sideways (2004),233
461,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,91%,The Nice Guys (2016),320
462,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,101 Dalmatians (1961),52
463,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,90%,The Lego Batman Movie (2017),313
464,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Airplane! (1980),69
465,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,85%,Guardians of the Galaxy Vol. 2 (2017),422
466,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Chicken Run (2000),172
467,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,93%,Fighting with My Family (2019),242
468,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,93%,Moonrise Kingdom (2012),265
469,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,The Forty-Year-Old Version (2020),130
470,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,What We Do In The Shadows (2015),187
471,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Paddington (2015),163
472,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,94%,The Invisible Man (1933),51
473,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Playtime (1973),51
474,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Don't Think Twice (2016),136
475,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,99%,Saint Frances (2020),102
476,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,92%,Anomalisa (2015),277
477,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,"Monsters, Inc. (2001)",198
478,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,95%,The Truman Show (1998),134
479,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Ghostbusters (1984 Original) (1984),73
480,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Groundhog Day (1993),85
481,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Blow the Man Down (2020),120
482,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,93%,You Can't Take It With You (1938),46
483,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,To Be or Not to Be (1942),47
484,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Big (1988),75
485,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,The Player (1992),64
486,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,84%,Deadpool 2 (2018),420
487,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,95%,Enough Said (2013),191
488,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,The Rules of the Game (La règle du jeu) (1939),51
489,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,95%,The Muppets (2011),229
490,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Back to the Future (1985),83
491,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,94%,The Edge of Seventeen (2016),216
492,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Bull Durham (1988),71
493,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,93%,The Apartment (1960),72
494,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,92%,Silver Linings Playbook (2012),261
495,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,94%,The Women (1939),63
496,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,95%,Lost In Translation (2003),232
497,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,96%,Tangerine (2015),160
498,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,98%,Broadcast News (1987),52
499,Top 100 Comedy Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_comedy_movies/,97%,Who Framed Roger Rabbit (1988),66
500,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,97%,Won't You Be My Neighbor? (2018),255
501,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,I Am Not Your Negro (2017),210
502,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,Apollo 11 (2019),186
503,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,98%,Life Itself (2014),203
504,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,100%,Man on Wire (2008),158
505,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,Amazing Grace (2019),160
506,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,100%,Minding the Gap (2018),123
507,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,"Faces Places (Visages, villages) (2017)",142
508,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,Collective (Colectiv) (2020),130
509,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,McQueen (2018),126
510,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,100%,Crip Camp: A Disability Revolution (2020),99
511,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,96%,Three Identical Strangers (2018),186
512,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,97%,Weiner (2016),177
513,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,20 Feet From Stardom (2013),128
514,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,95%,Amy (2015),225
515,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,97%,Free Solo (2018),157
516,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,100%,Dick Johnson Is Dead (2020),90
517,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,98%,The Last Waltz (1978),50
518,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,98%,Kedi (2017),129
519,Top 100 Documentary Movies,https://www.rottentomatoes.com/top/bestofrt/top_100_documentary_movies/,99%,Knock Down the House (2019),104
